type;id;currency_salary;salary_from;salary_to
permanent;nokia-scrum-master-wroclaw;;;
b2b;mpc-junior-java-developer;pln;6000;8000
permanent;mpc-junior-java-developer;pln;5000;6700
b2b;itds-mid-senior-net-developer-warszawa;pln;16000;22500
permanent;itds-mid-senior-net-developer-warszawa;pln;12000;17000
b2b;bitbag-manual-tester-qa;pln;4500;8500
permanent;open-loyalty-senior-qa-engineer-automation-product;pln;13000;18000
permanent;pitney-bowes-polska-sp-z-o-o-senior-qa-engineer;pln;12000;17000
b2b;codeaddict-s-a-junior-ios-developer-poznan;pln;5000;8000
b2b;pitney-bowes-polska-sp-z-o-o-principal-bi-engineer-team-lead-remote;pln;18000;22000
permanent;pitney-bowes-polska-sp-z-o-o-principal-bi-engineer-team-lead-remote;pln;18000;22000
permanent;randstad-polska-sp-z-o-o-senior-java-developer-lodz;pln;22000;28000
b2b;form-senior-devops-engineer;pln;19000;30000
permanent;form-senior-devops-engineer;pln;17000;26000
b2b;cshark-site-reliability-engineer-aws-wroclaw;pln;22500;28500
b2b;packhelp-s-a-senior-node-js-engineer;pln;16000;26000
b2b;vialutions-net-developer;pln;12700;17300
permanent;vialutions-net-developer;pln;10000;14000
b2b;manpowergroup-software-automation-engineer;pln;22000;25000
b2b;estoremedia-sp-z-o-o-frontend-developer-react;pln;16000;20999
permanent;currency-com-java-blockchain-developer;pln;18500;25000
b2b;currency-com-java-blockchain-developer;pln;18500;25000
permanent;deviniti-it-architect-wroclaw;;;
permanent;epam-systems-junior-javascript-developer-gdansk;;;
b2b;iteo-remote-ios-developer;pln;10000;20000
permanent;iteo-remote-ios-developer;pln;9000;17000
permanent;proalpha-group-integration-engineer;pln;5500;11000
permanent;proalpha-group-service-consultant-system-technology;pln;5000;10000
b2b;semantive-aws-cloud-tech-lead;pln;21000;27000
b2b;merixstudio-senior-project-manager-poznan;pln;14500;21000
permanent;merixstudio-senior-project-manager-poznan;pln;12000;17400
permanent;safety-io-cloud-platform-engineer;eur;4500;6700
b2b;piwik-pro-mid-qa-engineer-wroclaw;pln;10000;16000
b2b;solwit-sa-bi-developer;pln;14000;18000
permanent;lodgify-flutter-developer;;;
permanent;sysnet-gs-firewall-engineer-level-1;pln;9000;10000
b2b;semantive-fullstack-developer-react-python;pln;11000;17000
b2b;showpad-senior-frontend-engineer-90da9605-8f36-428b-8ae0-96671928fa9c;pln;14000;24000
permanent;delve-senior-programmatic-media-manager;;;
permanent;wipro-it-pmo-manager;pln;14000;16000
b2b;astek-polska-frontend-developer-c68c016a-3a6b-4f5d-93cb-dd13f2141022;pln;19000;22000
permanent;astek-polska-frontend-developer-c68c016a-3a6b-4f5d-93cb-dd13f2141022;pln;15000;18000
b2b;merixstudio-regular-qa-specialist;pln;8000;12500
permanent;merixstudio-regular-qa-specialist;pln;6600;10400
b2b;netguru-senior-product-designer-banking-project;pln;16800;24500
permanent;netguru-senior-product-designer-banking-project;pln;14000;20400
b2b;dtiq-poland-sp-z-o-o-draft-parts-technician;pln;6000;7000
mandate_contract;dtiq-poland-sp-z-o-o-draft-parts-technician;pln;5000;6000
b2b;leocode-fullstack-developer;pln;17600;24000
permanent;ing-bank-slaski-java-developer-service-mesh;;;
permanent;hemmersbach-junior-software-developer;;;
b2b;piwik-pro-senior-qa-engineer-wroclaw;pln;16000;24000
permanent;lsi-software-frontend-developer-lodz;pln;8000;14000
permanent;proalpha-group-support-engineer;pln;5000;10000
permanent;deloitte-polska-it-service-management-expert-warszawa;pln;10000;20000
b2b;merixstudio-senior-qa-specialist;pln;13500;19000
permanent;merixstudio-senior-qa-specialist;pln;11200;15800
b2b;salesbook-php-developer-wroclaw;pln;4800;9600
permanent;salesbook-php-developer-wroclaw;pln;4000;8000
b2b;scalac-senior-scala-developer-bab142f9-9b93-43c5-b2df-325be6d00e41;pln;18000;28000
permanent;lear-specjalista-ds-it;;;
permanent;fujitsu-technology-solutions-sp-z-o-o-business-data-platform-support;pln;6000;12000
permanent;lars-auraton-embedded-software-engineer;pln;8300;15000
permanent;deloitte-polska-it-service-management-expert;pln;10000;20000
b2b;code-pepper-mid-senior-fullstack-developer-katowice;pln;18000;24000
permanent;code-pepper-mid-senior-fullstack-developer-katowice;pln;15000;20000
permanent;vb-polska-sp-z-o-o-azure-operations-engineer;pln;14000;18000
permanent;proalpha-group-technical-service-consultant;pln;5000;10000
permanent;volvo-polska-senior-net-developer-wroclaw;pln;12000;20000
permanent;alliants-ltd-software-engineer;gbp;3300;5400
b2b;wirtualna-polska-media-s-a-administrator-bezpieczenstwa;;;
permanent;wirtualna-polska-media-s-a-administrator-bezpieczenstwa;;;
b2b;estoremedia-sp-z-o-o-python-developer;pln;16000;24000
b2b;webcrafters-front-end-developer-warszawa;pln;10000;16000
permanent;fujitsu-technology-solutions-sp-z-o-o-java-developer-f8a9e734-97e1-4496-b1b8-e7ba5c86e88f;pln;11000;18000
b2b;scalac-spark-scala-developer-e98da6d2-dfe1-4e85-aec2-d81e7a6af689;pln;18000;28000
b2b;pretius-java-developer-e92d1134-94bc-4f5c-8163-7ad5d6172bd6;pln;12600;17640
permanent;pretius-java-developer-e92d1134-94bc-4f5c-8163-7ad5d6172bd6;pln;10460;14640
b2b;pretius-senior-ui-ux-designer;pln;13440;18480
permanent;pretius-senior-ui-ux-designer;pln;11155;15330
b2b;opstalent-mid-senior-frontend-developer;pln;14000;25000
permanent;pitney-bowes-polska-sp-z-o-o-ux-interaction-designer-100-remote;pln;10000;18000
b2b;pitney-bowes-polska-sp-z-o-o-ux-interaction-designer-100-remote;pln;10000;18000
permanent;bnp-paribas-bank-polska-devops-engineer-cloud-services-team;;;
permanent;allegro-senior-software-engineer-python-pto;pln;16500;22500
b2b;deviniti-vr-ar-developer-krakow;pln;23000;28000
permanent;volvo-polska-net-developer;pln;13000;16000
b2b;scalac-junior-scala-developer-9a6fbd5e-c043-4516-8867-7bf5f3f5f841;pln;4500;9000
permanent;pragmatic-play-gaming-equipment-technician;eur;900;1000
b2b;itlt-android-developer-kotlin-445500d1-ee3c-4f18-94d1-9aa51722748f;pln;22500;26000
permanent;volvo-polska-senior-test-automation-engineer;pln;12000;20000
b2b;deviniti-mobile-flutter-developer-43b68b39-9db9-4ad2-9dd1-a347e16f833c;pln;13000;16000
b2b;doit-software-backend-developer-architect;pln;13500;22000
permanent;doit-software-backend-developer-architect;pln;10300;18000
permanent;ing-bank-slaski-fullstack-developer-angular;;;
permanent;fujitsu-technology-solutions-sp-z-o-o-information-security-analyst;;;
b2b;better-software-group-s-a-kotlin-developer;pln;12000;18000
b2b;objectivity-java-technical-architect;pln;24360;30240
permanent;objectivity-java-technical-architect;pln;16000;21000
permanent;epam-systems-lead-python-developer;pln;15500;21000
b2b;mediawave-sp-z-o-o-magento-developer;pln;14000;20000
permanent;mediawave-sp-z-o-o-magento-developer;pln;12000;18000
permanent;s-p-global-python-developer;pln;15000;21000
b2b;inuits-senior-frontend-developer-vue-js;pln;17997;26000
permanent;inuits-senior-frontend-developer-vue-js;pln;16000;20000
mandate_contract;fujitsu-technology-solutions-sp-z-o-o-python-developer-katowice;pln;7000;11000
permanent;bnp-paribas-bank-polska-linux-administrator-cloud-services-team;;;
b2b;x-kom-sp-z-o-o-programista-front-end-javascript-cf95700d-9edf-4f09-a5ba-91aede54c1c3;pln;10000;16000
b2b;codibly-junior-php-developer-symfony;pln;7000;13000
b2b;mfind-java-developer;pln;12000;17000
permanent;mfind-java-developer;pln;10000;14000
permanent;lodgify-frontend-developer-react;;;
b2b;binarapps-android-developer-poznan;pln;8000;15000
permanent;binarapps-android-developer-poznan;pln;6600;12500
permanent;accenture-junior-storage-engineer-warszawa;;;
b2b;aspire-systems-poland-angular-developer-dded5e07-fe02-482e-a1f1-16572d18f934;pln;12600;18480
permanent;aspire-systems-poland-angular-developer-dded5e07-fe02-482e-a1f1-16572d18f934;pln;10500;15400
permanent;pragmatic-play-live-casino-studio-project-manager;eur;2900;3750
permanent;accenture-veeam-engineer-warszawa;;;
permanent;accenture-windows-system-engineer-b1f7a194-6132-47b1-a498-403501f4af65;;;
permanent;accenture-windows-engineer-warszawa;;;
permanent;accenture-junior-linux-specialist-warszawa;;;
b2b;inspeerity-qa-automation-specialist-warszawa;pln;8000;12000
b2b;inspeerity-sp-z-o-o-mid-senior-fullstack-net-angular;pln;10000;14000
b2b;inspeerity-front-end-developer-vue-js;pln;14000;20000
b2b;inspeerity-qa-automation-specialist;pln;8000;12000
b2b;inspeerity-sp-z-o-o-react-developer;pln;10000;14000
b2b;inspeerity-sp-z-o-o-mid-senior-c-developer-warszawa;pln;10000;14000
b2b;inspeerity-sp-z-o-o-mid-senior-c-developer;pln;14000;18000
permanent;accenture-junior-etl-developer-warszawa;;;
permanent;accenture-senior-etl-developer-warszawa;;;
permanent;paramount-senior-data-engineer;;;
b2b;web24-com-pl-sp-z-o-o-fullstack-php-developer-programista-php-0aad577e-08cd-41e2-806d-055f42178049;;;
permanent;productive-edge-front-end-developer;pln;18000;27000
b2b;dietlabs-junior-mid-tester-manualny;pln;6000;8000
b2b;ensono-sp-z-o-o-senior-software-engineer-37c490ac-9c9a-407b-8e9e-fd29ca728efd;pln;23000;28000
permanent;ensono-sp-z-o-o-senior-software-engineer-37c490ac-9c9a-407b-8e9e-fd29ca728efd;pln;17500;22500
b2b;kubo-software-engineer-automotive;pln;16000;22400
b2b;iapps-technologies-gmbh-senior-ios-developer-m-w-d;;;
permanent;akvelon-java-developer-100-remote-office;usd;3500;5000
b2b;akvelon-java-developer-100-remote-office;usd;3500;5000
b2b;kmd-poland-abap-developer-warsaw;;;
permanent;optiveum-senior-big-data-engineer;pln;27000;30000
b2b;iapps-technologies-gmbh-lead-customer-business-operations;;;
b2b;dahliamatic-sp-z-o-o-frontend-developer-partly-remote-warszawa;pln;25000;35000
b2b;ensono-sp-z-o-o-software-engineer-df4b5408-8a99-4386-aa7c-0b749f4e8cfc;pln;16000;23000
permanent;ensono-sp-z-o-o-software-engineer-df4b5408-8a99-4386-aa7c-0b749f4e8cfc;pln;12000;17000
b2b;vazco-senior-javascript-fullstack-developer;pln;13000;25000
permanent;nordea-senior-automation-engineer;pln;13750;19000
b2b;di-support-pl-sp-z-o-o-senior-ios-developer;;;
permanent;di-support-pl-sp-z-o-o-senior-ios-developer;;;
b2b;dcs-pl-draft-administrator-systemow-it;;;
permanent;dcs-pl-draft-administrator-systemow-it;;;
b2b;altimetrik-poland-qa-engineer-mid-senior-tech-lead;pln;13000;25000
permanent;altimetrik-poland-qa-engineer-mid-senior-tech-lead;pln;13000;21000
permanent;chronospace-senior-graphic-3d;pln;8383;12589
b2b;angry-nerds-business-analyst;pln;13500;20000
permanent;ice-mortgage-technology-senior-backend-engineer;pln;13500;17000
permanent;kubo-system-and-backup-engineer;pln;12000;16000
permanent;ice-mortgage-technology-staff-engineer-backend;pln;17500;22400
b2b;closer-frontend-developer-6da1726c-29e6-4787-9381-aa7c1c9fd71c;pln;15000;20000
permanent;kpmg-junior-quality-assurance-engineer;;;
mandate_contract;sages-draft-specjalista-ds-wsparcia;pln;4000;6000
b2b;sages-draft-specjalista-ds-wsparcia;pln;4000;6000
b2b;gpw-tech-java-engineer-warszawa;pln;16000;22000
permanent;gpw-tech-java-engineer-warszawa;pln;13000;18000
permanent;madkom-sa-mlodszy-programista-php-gdynia;pln;4000;7000
b2b;mediawave-php-developer-junior-mid-senior;pln;14000;20000
permanent;mediawave-php-developer-junior-mid-senior;pln;12000;18000
b2b;objectivity-ux-specialist;pln;13600;19200
permanent;objectivity-ux-specialist;pln;9000;13000
b2b;jit-team-cloud-deployment-engineer;pln;13400;16600
b2b;netguru-senior-node-js-developer;pln;16000;24600
permanent;netguru-senior-node-js-developer;pln;13300;20500
permanent;summ-it-helpdesk-wsparcie-it;;;
permanent;anixe-junior-it-service-desk-specialist;;;
permanent;sebn-pl-specjalista-konsultant-sap;;;
permanent;commerzbank-application-support-engineer-big-data-8fb4c38e-4f28-43a8-92e4-39e1f9378a0a;;;
b2b;bitnoise-php-developer;pln;12000;18000
b2b;aspire-systems-poland-net-core-developer-gdansk;pln;12600;18800
permanent;aspire-systems-poland-net-core-developer-gdansk;pln;10500;15500
permanent;accenture-sp-z-o-o-junior-data-scientist;;;
b2b;accenture-sp-z-o-o-junior-data-scientist;;;
permanent;allegro-data-engineer-ecommerce-cdp;pln;12500;17000
b2b;netkodo-ror-de;pln;8000;16000
b2b;smartbear-javascript-software-engineer-ef9ec038-5181-4d99-891a-406f1826701f;pln;14000;19000
permanent;smartbear-javascript-software-engineer-ef9ec038-5181-4d99-891a-406f1826701f;pln;12000;17000
b2b;sigma-it-poland-data-engineer-mid-senior;pln;23520;28560
permanent;sigma-it-poland-data-engineer-mid-senior;pln;19500;23500
permanent;motorola-solutions-c-net-software-engineer-rde-team;;;
permanent;motorola-solutions-linux-platform-engineer;;;
permanent;banqsoft-full-stack-developer-d419583d-f6f0-46a8-a8a1-e372fcdd5763;;;
permanent;smartbear-junior-customer-support-engineer-wroclaw;pln;6000;7500
b2b;infakt-wordpress-front-end-developer;pln;10000;15000
permanent;infakt-wordpress-front-end-developer;pln;8500;12500
b2b;itti-analityk-systemowy-space;pln;6600;8900
permanent;pragmatic-play-game-developer;eur;2000;4000
permanent;dnv-service-manager-dynatrace-administrator;;;
b2b;stx-next-senior-react-native-developer-240ca3d7-3a0a-4dae-a1c1-191c66507eca;pln;16800;25200
b2b;prisjakt-poland-senior-backend-developer;;;
permanent;prisjakt-poland-senior-backend-developer;;;
b2b;prisjakt-poland-mid-backend-developer;;;
permanent;prisjakt-poland-mid-backend-developer;;;
permanent;motorola-solutions-java-software-engineer-7c5aeb9b-c05b-4cc3-b546-f19bce72fdd1;;;
permanent;wipro-oss-assurance-architect;pln;18000;30000
b2b;evolution-senior-software-engineer-unreal-engine;pln;19000;26000
permanent;evolution-senior-software-engineer-unreal-engine;pln;17000;23000
b2b;softax-junior-python-developer-7d0011cf-a3f6-4d5c-b7ab-ddf148ced827;pln;4000;7000
b2b;asseco-business-solutions-devops-engineer-java-stack-lublin;;;
permanent;asseco-business-solutions-devops-engineer-java-stack-lublin;;;
b2b;prodata-consult-tester-postman-soapui;pln;12600;20160
b2b;proalpha-group-cloud-database-engineer;pln;15000;19001
permanent;proalpha-group-cloud-database-engineer;pln;10000;15500
permanent;capgemini-poland-senior-automation-tester;pln;13000;20000
b2b;trustsoft-net-fullstack-start-immediately-wroclaw;pln;25000;30000
b2b;iiit-data-engineer;pln;25000;34000
permanent;banqsoft-net-software-developer;;;
b2b;more-growth-ventures-ui-designer;pln;15000;17000
b2b;acaisoft-mid-java-developer-warszawa;pln;12000;19000
permanent;se-bordnetze-polska-specjalista-ds-programowania-aplikacji;;;
permanent;volt-senior-security-engineer;;;
b2b;volt-senior-security-engineer;;;
b2b;teamquest-senior-frontend-developer-5923ed54-274b-4001-b86e-c816aec81f12;pln;20000;25000
b2b;smartbear-java-software-engineer-with-aws;pln;14000;19000
permanent;smartbear-java-software-engineer-with-aws;pln;12000;17000
permanent;creotech-programista-c-c-pythom;;;
permanent;wipro-oss-assurance-developer;pln;9500;12500
b2b;proalpha-group-cloud-automation-leader;pln;15500;19000
permanent;proalpha-group-cloud-automation-leader;pln;10000;15500
b2b;transfergo-senior-back-end-engineer-remote;pln;20000;30000
b2b;4soft-software-tester;pln;7000;11000
b2b;codibly-php-developer-symfony;pln;14000;18000
permanent;affirm-lead-product-manager;pln;23000;28000
b2b;elitehunter-pl-team-leader-php-symfony;pln;20000;24000
b2b;4soft-ux-ui-designer;pln;10000;16000
permanent;bosch-polska-java-hybris-developer;;;
permanent;bosch-polska-ebike-developer-java-kotlin;;;
permanent;bosch-polska-devops-specialist;;;
permanent;volvo-polska-salesforce-business-analyst;pln;12000;20000
b2b;axxonsoft-c-developer-mid-level;pln;15200;22080
permanent;anixe-junior-client-engagement-manager;pln;7000;10000
b2b;match-trade-technologies-java-developer-4e5b4467-620d-419c-8a4e-b556eddb61c9;pln;11000;22000
b2b;predica-sp-z-o-o-privileged-access-management-consultant;pln;8000;16000
permanent;predica-sp-z-o-o-privileged-access-management-consultant;pln;8000;16000
permanent;allegro-senior-big-data-engineer-wroclaw;pln;16500;22500
b2b;devsdata-llc-senior-backend-developer-php;pln;16000;20000
b2b;sente-specjalista-konsultant-ds-wdrozen-erp;pln;8600;12300
permanent;sente-specjalista-konsultant-ds-wdrozen-erp;pln;7000;10000
b2b;devsdata-llc-senior-engineer-with-ruby-remote;pln;21000;30000
b2b;satisfly-angular-developer-react;pln;10000;16000
permanent;exadel-poland-sp-z-o-o-senior-bi-reporter-tableau;pln;10000;15000
b2b;sente-specjalista-konsultant-ds-wdrozen-wms;pln;8600;12300
permanent;sente-specjalista-konsultant-ds-wdrozen-wms;pln;7000;10000
b2b;ynd-android-developer-86d3631b-9ddd-44be-886a-4a020aa91d4b;pln;22000;27000
permanent;allegro-team-leader-net-allegro-pay;pln;18000;26000
permanent;volt-team-lead-data-analytics;;;
b2b;volt-team-lead-data-analytics;;;
b2b;hubquest-senior-data-scientist;pln;25000;34000
permanent;wp-engine-senior-site-reliability-engineer-krakow;;;
permanent;bosch-polska-devops-specialist-warszawa;;;
b2b;unity-group-cloud-devops-engineer;pln;13440;23500
permanent;unity-group-cloud-devops-engineer;pln;9750;17000
permanent;aplikacje-krytyczne-z-ca-kier-zespolu-przetw-danych;;;
b2b;intent-lead-full-stack-developer-lublin;pln;18000;23500
permanent;intent-lead-full-stack-developer-lublin;pln;15000;19500
b2b;mpc-vue-js-developer;pln;11000;15000
permanent;mpc-vue-js-developer;pln;9100;12450
b2b;reef-technologies-staff-python-backend-engineer;pln;36960;50400
permanent;allegro-senior-data-engineer-ecommerce-cdp;pln;16500;22500
permanent;macrobond-financial-polska-sp-z-o-o-system-administrator-szczecin;pln;10000;14000
b2b;appunite-senior-backend-engineer;pln;18000;26000
b2b;cognitum-remote-automation-tester-with-java;pln;15120;23520
b2b;cognitum-remote-java-developer;pln;16800;25200
b2b;yanosik-java-developer-3953f4f1-3d7b-48c7-8e68-a3440f662aab;;;
permanent;zooplus-software-engineer;pln;16000;21000
permanent;transbit-programista-c-c;pln;10000;17000
b2b;teacode-s-c-senior-backend-developer-node-js;pln;20000;25000
b2b;droptica-php-fullstack-developer-mid-senior-lead-gdansk;pln;9500;18500
b2b;amsterdam-standard-devops;pln;12000;18000
b2b;co-brick-devops-engineer-azure-gliwice;pln;18000;25000
permanent;co-brick-devops-engineer-azure-gliwice;pln;14900;20700
b2b;fabrity-sp-z-o-o-tester-manualny;pln;9700;11300
permanent;motorola-solutions-software-engineer-c-0f2ecf14-441a-4da1-81b1-29b8621acb81;;;
b2b;appunite-senior-ios-engineer;pln;17000;25000
b2b;storm-ideas-graduate-web-developer;pln;8000;12000
permanent;fujitsu-technology-solutions-sp-z-o-o-lead-c-linux-developer;pln;13000;22000
permanent;dentsu-polska-remote-php-developer;pln;7000;13000
